transaction_id,purchase_date,customer_id,gender,age_group,marketing_channel,product_category,device_type,session_duration_min,email_opens_last_30d,click_through_rate,repeat_customer,quantity,purchase_amount_usd
T100514,2025-11-26,C1014,Female,45-54,Organic Search,Fitness,Mobile,6.5,1,0.052,0,1,70.23
T100515,2025-02-12,C1152,Female,18-24,Paid Search,Fashion,Tablet,1.3,3,0.073,0,1,69.86
T100516,2025-02-13,C1221,Female,25-34,Referral,Home,Tablet,6.2,8,0.106,0,1,78.86
T100517,2025-10-12,C1205,Female,25-34,Organic Search,Electronics,Mobile,5.8,2,0.073,0,1,272.58
T100518,2025-01-12,C1272,Female,35-44,Organic Search,Fashion,Mobile,8.2,3,0.057,0,2,121.22
T100519,2025-04-05,C1235,Male,35-44,Paid Search,Home,Mobile,13.3,2,0.11,1,2,236.81
T100520,2025-10-29,C1227,Female,35-44,Social,Electronics,Desktop,7.4,3,0.123,0,4,847.92
T100521,2025-09-10,C1008,Male,55+,Referral,Home,Mobile,11.8,5,0.036,0,1,99.49
T100522,2025-08-30,C1165,Male,45-54,Referral,Electronics,Tablet,4.8,7,0.085,1,1,236.37
T100523,2025-02-04,C1318,Male,18-24,Social,Beauty,Desktop,4.9,2,0.005,0,2,90.6
T100524,2025-08-03,C1213,Male,25-34,Email,Fashion,Mobile,,4,0.073,0,1,96.14
T100525,2025-12-03,C1116,Female,25-34,Paid Search,Fashion,Mobile,7.6,3,0.139,0,1,44.62
T100526,2025-03-31,C1071,Male,25-34,Email,Fashion,Desktop,4.9,2,0.085,1,2,157.14
T100527,2025-09-21,C1063,Female,35-44,Referral,Electronics,Mobile,2.5,2,0.041,1,1,236.18
T100528,2025-04-03,C1204,Female,45-54,Social,Home,Desktop,6.6,0,0.041,0,1,93.51
T100529,2025-03-31,C1208,Non-binary,25-34,Social,Electronics,Mobile,3.6,4,0.054,0,3,592.48
T100530,2025-04-25,C1071,Female,35-44,Paid Search,Fashion,Mobile,9.3,1,0.062,0,1,82.88
T100531,2025-04-15,C1276,Female,45-54,Social,Home,Mobile,8.1,3,0.025,1,3,407.34
T100532,2025-07-15,C1273,Male,25-34,Paid Search,Fitness,Desktop,4.6,1,0.092,1,1,92.46
T100533,2025-11-10,C1319,Male,25-34,Email,electronics,Mobile,7.6,3,0.098,1,2,230.64
T100534,2025-04-24,C1094,Male,25-34,Paid Search,Home,Desktop,5.1,0,0.071,0,1,109.33
T100535,2025-03-16,C1165,Female,18-24,Organic Search,Home,Mobile,6.4,4,0.143,1,2,135.77
T100536,2025-08-05,C1031,Male,55+,Organic Search,Fashion,Desktop,6.4,3,0.069,1,1,83.02
T100537,2025-10-04,C1010,Female,18-24,Referral,Fashion,Desktop,5.7,1,0.118,1,2,116.62
T100538,2025-09-06,C1300,Male,25-34,Email,Home,Mobile,8.6,0,0.04,1,1,166.35
T100539,2025-06-13,C1216,Non-binary,35-44,Organic Search,Beauty,Desktop,3.7,5,0.091,0,1,44.59
T100540,2025-12-23,C1288,Male,55+,Organic Search,Fashion,Mobile,7.8,3,0.096,0,2,151.92
T100541,2025-07-11,C1101,Male,25-34,Paid Search,Electronics,Mobile,7.3,5,0.061,0,1,105.81
T100542,2025-08-15,C1266,Female,18-24,Social,Home,Mobile,3.0,3,0.087,0,1,75.57
T100543,2025-06-26,C1213,Male,18-24,Social,Electronics,Desktop,4.5,4,0.06,1,1,179.43
T100544,2025-04-09,C1178,Male,18-24,Social,Beauty,Desktop,3.8,4,0.073,1,1,67.19
T100545,2025-02-05,C1087,Female,25-34,Referral,Electronics,Mobile,5.6,5,0.074,1,1,252.66
T100546,2025-04-06,C1040,Male,35-44,Social,Home,Mobile,6.6,2,0.04,0,1,63.83
T100547,2025-06-01,C1075,Female,25-34,Paid Search,Electronics,Desktop,4.2,2,0.098,0,1,234.34
T100548,2025-05-31,C1045,Male,18-24,,Beauty,Mobile,8.9,3,0.1,1,1,38.22
T100549,2025-07-09,C1159,Male,45-54,Paid Search,Fashion,Desktop,9.1,5,0.071,0,1,48.5
T100550,2025-08-12,C1079,Male,25-34,Paid Search,Fashion,Mobile,9.6,2,0.089,0,1,76.98
T100551,2025-02-06,C1309,Female,25-34,Email,Fashion,Tablet,0.3,2,0.054,1,3,273.74
T100552,2025-09-25,C1085,Male,25-34,Social,Fitness,Desktop,11.4,1,0.044,1,3,351.42
T100553,2025-07-02,C1091,Male,55+,Social,Electronics,Desktop,6.9,3,0.07,0,1,274.79
T100554,2025-01-13,C1147,Male,25-34,Paid Search,Electronics,Desktop,6.6,0,0.103,1,1,217.95
T100555,2025-10-06,C1160,Female,45-54,Social,Fashion,Mobile,6.2,1,0.08,1,3,244.0
T100556,2025-08-05,C1201,Female,45-54,Referral,Home,Mobile,3.2,6,0.069,1,1,
T100557,2025-12-21,C1241,Male,18-24,Email,Electronics,Mobile,7.4,1,0.092,1,1,282.77
T100558,2025-12-27,C1001,Female,55+,Paid Search,Fitness,Desktop,10.5,5,0.055,0,1,71.37
T100559,2025-10-13,C1224,Male,25-34,Social,Home,Desktop,6.9,2,0.045,1,2,275.03
T100560,2025-09-30,C1288,Male,18-24,Paid Search,Electronics,Desktop,3.7,5,0.071,0,1,231.64
T100561,2025-03-03,C1232,Male,45-54,Organic Search,Fashion,Mobile,2.7,3,0.056,0,2,225.93
T100562,2025-03-25,C1076,Male,35-44,Email,Fashion,Mobile,5.8,0,0.046,1,2,170.23
T100563,2025-08-05,C1115,Male,35-44,Paid Search,Home,Mobile,4.6,1,0.109,0,1,102.21
T100564,2025-12-08,C1153,Female,18-24,Social,Fashion,Desktop,8.3,3,0.148,1,2,159.02
T100565,2025-07-06,C1102,Female,25-34,Social,Fitness,Mobile,9.9,0,0.035,1,1,124.36
T100566,2025-01-19,C1193,Female,45-54,Social,Fitness,Mobile,7.7,1,0.07,1,1,96.51
T100567,2025-06-26,C1165,Female,25-34,Referral,Electronics,Desktop,6.3,0,0.087,1,1,148.38
T100568,2025-04-10,C1089,Male,25-34,Social,Electronics,Desktop,6.2,4,0.03,0,1,187.5
T100569,2025-08-21,C1173,Male,18-24,Social,Fitness,Mobile,6.7,2,0.075,0,1,93.97
T100570,2025-03-17,C1121,Male,25-34,Email,electronics,Mobile,3.6,2,0.077,0,1,53.43
T100571,2025-09-22,C1142,Male,45-54,Organic Search,Fitness,Desktop,8.0,4,0.096,0,1,76.22
T100572,2025-10-11,C1105,,25-34,Email,Electronics,Mobile,3.8,4,0.059,0,1,231.03
T100573,2025-07-25,C1304,Male,55+,Social,Electronics,Desktop,9.3,4,0.065,1,1,153.12
T100574,2025-08-11,C1316,Male,25-34,Paid Search,Fashion,Mobile,5.6,1,0.111,1,2,169.1
T100575,2025-02-21,C1122,Male,35-44,Organic Search,Electronics,Desktop,8.6,3,0.095,1,1,154.49
T100576,2025-12-05,C1008,Female,25-34,Paid Search,Beauty,Mobile,2.8,2,0.104,1,1,51.11
T100577,2025-05-24,C1261,Female,25-34,Social,Electronics,Mobile,8.6,1,0.029,1,1,191.88
T100578,2025-03-10,C1072,Female,25-34,Referral,Electronics,Desktop,9.9,0,0.062,0,1,134.6
T100579,2025-04-09,C1222,Non-binary,25-34,Paid Search,Fitness,Desktop,3.3,5,0.127,0,1,45.63
T100580,2025-01-25,C1040,Male,35-44,Referral,Fitness,Mobile,6.2,1,0.079,0,1,108.15
T100581,2025-02-22,C1203,Female,55+,Paid Search,Home,Desktop,7.3,2,0.078,1,1,160.13
T100582,2025-05-31,C1263,Male,35-44,Organic Search,Electronics,Mobile,7.5,1,0.08,0,1,299.91
T100583,2025-05-24,C1177,Male,25-34,Referral,Fashion,Desktop,5.7,3,0.129,1,3,297.32
T100584,2025-02-26,C1317,Female,18-24,Paid Search,Electronics,Desktop,5.2,4,0.06,1,3,338.55
T100585,2025-02-08,C1083,Female,18-24,Referral,Beauty,Mobile,7.1,6,0.102,0,1,55.96
T100586,2025-04-19,C1317,Male,35-44,Email,Fashion,Desktop,7.4,2,0.09,0,2,173.4
T100587,2025-06-30,C1110,Female,45-54,Email,Electronics,Mobile,4.9,2,0.041,0,1,163.9
T100588,2025-02-11,C1250,Female,55+,Referral,electronics,Mobile,4.4,3,0.073,0,1,88.59
T100589,2025-07-05,C1006,Male,18-24,Email,Electronics,Tablet,9.5,2,0.057,1,2,540.2
T100590,2025-08-11,C1083,Male,35-44,Referral,Beauty,Desktop,6.8,1,0.044,1,1,64.13
T100591,2025-05-02,C1207,Male,25-34,Referral,Home,Mobile,0.8,1,0.118,1,1,65.76
T100592,2025-05-13,C1313,Female,35-44,Email,Fashion,Mobile,9.5,2,0.045,1,1,59.94
T100593,2025-06-12,C1021,Female,35-44,,Electronics,Mobile,5.0,3,0.104,1,1,150.2
T100594,2025-08-03,C1002,Female,35-44,Email,Home,Tablet,6.7,6,0.056,1,1,105.29
T100595,2025-08-09,C1126,Male,35-44,Paid Search,Fashion,Mobile,7.4,2,0.123,0,1,111.46
T100596,2025-08-23,C1296,Male,18-24,Email,Beauty,Mobile,2.8,0,0.069,1,1,49.26
T100597,2025-11-27,C1187,Female,45-54,Paid Search,Beauty,Mobile,5.8,2,0.092,0,1,37.48
T100598,2025-05-26,C1013,Male,18-24,Paid Search,Electronics,Mobile,9.8,3,0.065,0,2,393.05
T100599,2025-08-27,C1011,Female,35-44,Paid Search,Fitness,Mobile,9.2,2,0.017,0,1,112.62
T100600,2025-03-17,C1086,Female,25-34,Referral,Electronics,Mobile,5.8,2,0.032,1,2,204.79
T100601,2025-01-09,C1011,Female,35-44,Social,Electronics,Mobile,8.3,7,0.025,0,2,442.35
T100602,2025-03-15,C1024,Female,55+,Social,Beauty,Mobile,8.6,0,0.09,0,2,80.79
T100603,2025-09-10,C1300,Male,45-54,Organic Search,Home,Desktop,8.5,1,0.081,1,2,186.11
T100604,2025-08-18,C1242,Male,45-54,Social,Fashion,Mobile,3.6,4,0.1,1,1,102.86
T100605,2025-01-07,C1121,Female,35-44,Paid Search,Fashion,Desktop,10.6,3,0.062,1,1,74.67
T100606,2025-06-23,C1146,Male,35-44,Social,Fitness,Desktop,5.3,4,0.017,1,1,76.19
T100607,2025-05-21,C1054,Female,35-44,Referral,Fashion,Desktop,6.8,1,0.121,1,3,158.93
T100608,2025-06-17,C1237,Male,45-54,Paid Search,Fitness,Desktop,5.6,3,0.112,1,1,105.72
T100609,2025-06-19,C1172,Non-binary,25-34,Social,Electronics,Mobile,7.1,5,0.093,0,1,166.76
T100610,2025-10-10,C1220,Female,55+,Social,Fashion,Mobile,4.3,3,0.115,1,1,79.43
T100611,2025-05-02,C1118,Male,55+,Referral,Electronics,Mobile,5.9,3,0.079,1,4,735.21
T100612,2025-07-13,C1308,Female,45-54,Social,Home,Mobile,7.0,3,0.09,0,1,127.69
T100613,2025-01-05,C1182,Female,25-34,Paid Search,Fashion,Desktop,9.6,4,0.061,0,1,83.05
T100614,2025-01-29,C1287,Female,18-24,Paid Search,Beauty,Desktop,9.3,2,0.05,0,1,26.44
T100615,2025-06-14,C1306,Male,45-54,Email,Fashion,Desktop,9.4,3,0.035,1,3,327.39
T100616,2025-12-05,C1299,Male,25-34,Social,Electronics,Mobile,8.7,4,0.059,0,1,255.49
T100617,2025-05-16,C1081,Female,45-54,Email,Fitness,Desktop,11.1,3,0.162,1,1,110.03
T100618,2025-12-31,C1210,Male,25-34,Referral,Electronics,Mobile,5.8,0,0.036,1,1,211.91
T100619,2025-11-17,C1149,Male,25-34,Email,Fitness,Mobile,6.1,2,0.054,1,1,88.14
T100620,2025-12-08,C1036,Male,55+,Email,Fashion,Mobile,6.0,4,0.085,1,3,240.47
T100621,2025-05-25,C1311,Male,35-44,Organic Search,Beauty,Desktop,6.3,1,0.154,0,1,56.62
T100622,2025-11-23,C1058,Male,35-44,Social,Electronics,Mobile,2.9,6,0.051,0,1,265.29
T100623,2025-08-05,C1130,Female,35-44,Email,Electronics,Tablet,7.2,3,0.063,0,2,395.32
T100624,2025-10-28,C1201,Female,25-34,Paid Search,Electronics,Desktop,7.7,2,0.102,1,3,914.44
T100625,2025-05-12,C1242,,45-54,Organic Search,Fitness,Desktop,5.9,5,0.1,0,1,97.06
T100626,2025-10-19,C1034,Female,25-34,Email,Fashion,Mobile,,3,0.061,0,1,62.22
T100627,2025-03-11,C1092,,55+,Email,Electronics,Desktop,6.6,3,0.057,0,2,273.43
T100628,2025-09-09,C1206,Male,45-54,Social,Fitness,Desktop,3.3,2,0.095,1,1,146.12
T100629,2025-10-02,C1304,Female,25-34,Organic Search,Fashion,Mobile,7.6,0,0.073,0,3,256.53
T100630,2025-12-30,C1212,Female,35-44,Email,Beauty,Mobile,6.8,5,0.091,1,3,85.77
T100631,2025-07-01,C1158,Female,35-44,Social,Fitness,Mobile,7.0,4,0.077,0,1,90.62
T100632,2025-06-16,C1023,Non-binary,25-34,Referral,Fashion,Mobile,3.8,3,0.093,0,3,202.0
T100633,2025-04-01,C1292,Female,55+,Organic Search,Electronics,Mobile,9.7,5,0.096,0,1,150.24
T100634,2025-07-21,C1003,Female,18-24,Organic Search,Home,Tablet,6.9,3,0.024,0,1,58.63
T100635,2025-12-12,C1219,Female,25-34,Referral,Electronics,Mobile,4.2,1,0.068,1,1,167.29
T100636,2025-01-19,C1019,Female,35-44,Referral,Fashion,Mobile,7.9,1,0.092,0,3,211.49
T100637,2025-02-08,C1151,Male,35-44,Social,Fashion,Tablet,6.7,4,0.106,1,1,64.29
T100638,2025-05-06,C1049,Female,35-44,Paid Search,Fashion,Mobile,11.1,3,0.072,1,1,92.7
T100639,2025-06-22,C1176,Male,45-54,Organic Search,electronics,Desktop,5.1,1,0.027,1,3,758.09
T100640,2025-05-21,C1095,Female,35-44,Social,Home,Mobile,3.4,1,0.119,1,1,85.48
T100641,2025-08-30,C1104,Female,35-44,Email,Electronics,Mobile,7.2,1,0.108,0,1,124.9
T100642,2025-08-08,C1249,Male,18-24,Paid Search,Electronics,Mobile,9.0,2,0.085,1,2,376.67
T100643,2025-05-06,C1116,Female,25-34,Social,Fitness,Mobile,12.3,3,0.068,1,2,237.19
T100644,2025-02-27,C1227,,25-34,Social,Fashion,Mobile,15.0,1,0.1,1,3,197.11
T100645,2025-05-28,C1065,Male,25-34,Paid Search,Fashion,Desktop,2.6,2,0.068,1,3,189.75
T100646,2025-11-13,C1261,Female,35-44,Social,Fitness,Mobile,6.2,2,0.108,0,1,92.43
T100647,2025-12-27,C1294,Male,25-34,Email,Electronics,Desktop,3.4,4,0.136,1,1,255.42
T100648,2025-01-01,C1242,Female,25-34,Paid Search,Electronics,Mobile,5.9,2,0.067,1,1,112.9
T100649,2025-12-14,C1185,Female,25-34,Social,Home,Mobile,12.7,3,0.105,0,2,260.36
T100650,2025-07-09,C1245,,55+,Paid Search,Fashion,Desktop,4.5,4,0.062,1,1,56.86
T100651,2025-07-10,C1124,Male,55+,Email,Fashion,Mobile,6.4,4,0.113,1,2,142.22
T100652,2025-11-08,C1267,,35-44,Referral,Home,Desktop,5.0,1,0.075,0,1,126.37
T100653,2025-04-27,C1130,Male,55+,Email,Home,Tablet,4.0,4,0.125,0,1,103.07
T100654,2025-05-14,C1236,Male,45-54,Paid Search,Electronics,Desktop,11.0,2,0.074,1,1,250.21
T100655,2025-02-27,C1017,Female,35-44,Referral,electronics,Mobile,2.7,4,0.055,0,1,114.05
T100656,2025-02-13,C1039,Female,18-24,Social,Home,Desktop,6.3,8,0.072,0,1,57.7
T100657,2025-06-22,C1020,Male,45-54,,Electronics,Desktop,6.7,4,0.075,0,1,274.91
T100658,2025-06-09,C1224,Female,35-44,Referral,Home,Desktop,6.4,1,0.089,0,1,109.79
T100659,2025-06-22,C1281,Male,35-44,Email,Fashion,Mobile,5.7,5,0.072,1,1,91.65
T100660,2025-11-13,C1007,Male,45-54,Social,Beauty,Mobile,10.5,4,0.089,0,2,74.79
T100661,2025-10-30,C1099,Female,35-44,Organic Search,Electronics,Mobile,1.2,1,0.09,1,2,252.19
T100662,2025-05-29,C1239,Male,35-44,Social,Electronics,Mobile,7.6,5,0.069,1,1,236.24
T100663,2025-03-21,C1086,Male,55+,Organic Search,Beauty,Mobile,7.7,1,0.092,0,2,35.39
T100664,2025-08-01,C1297,Female,25-34,Organic Search,Home,Mobile,7.2,3,0.064,0,1,111.37
T100665,2025-07-22,C1013,Male,35-44,Organic Search,Home,Desktop,4.4,4,0.142,1,1,70.75
T100666,2025-09-09,C1001,Male,25-34,Organic Search,Beauty,Tablet,9.5,5,0.091,0,1,52.24
T100667,2025-08-17,C1292,Female,35-44,Social,Beauty,Desktop,9.4,2,0.1,0,1,51.31
T100668,2025-06-13,,Male,45-54,Organic Search,Fashion,Mobile,4.3,1,0.076,1,2,191.61
T100669,2025-08-15,C1040,,18-24,Organic Search,Home,Mobile,3.5,0,0.06,1,1,84.43
T100670,2025-05-27,C1317,Female,35-44,Paid Search,Fashion,Tablet,3.0,0,0.107,1,3,179.5
T100671,2025-01-20,C1315,Male,25-34,Organic Search,Home,Tablet,7.1,7,0.092,1,1,58.26
T100672,2025-02-16,C1110,Female,35-44,Social,Electronics,Tablet,6.6,4,0.005,1,1,295.0
T100673,2025-08-21,C1013,Male,25-34,Social,Beauty,Desktop,,2,0.14,1,3,154.0
T100674,2025-11-01,C1230,Male,45-54,Social,Beauty,Mobile,11.7,4,0.104,1,1,60.99
T100675,2025-01-14,C1083,Female,18-24,Referral,Fashion,Desktop,5.3,2,0.071,0,1,74.49
T100676,2025-05-23,C1129,Female,35-44,Social,Fitness,Mobile,7.0,2,0.1,0,1,106.37
T100677,2025-01-01,C1230,Male,25-34,Organic Search,Fashion,Mobile,6.0,1,0.095,1,1,79.24
T100678,2025-02-23,C1144,Male,45-54,Social,Fashion,Desktop,11.4,7,0.097,1,1,100.05
T100679,2025-09-16,C1027,Male,55+,Referral,Fitness,Mobile,1.5,3,0.056,0,1,77.09
T100680,2025-05-24,C1065,Female,55+,,Beauty,Mobile,5.7,4,0.084,0,1,43.64
T100681,2025-01-12,C1162,Male,45-54,Social,Beauty,Mobile,8.0,3,0.091,0,1,78.8
T100682,2025-11-26,C1228,Male,45-54,Social,Fashion,Mobile,5.9,2,0.119,1,1,79.07
T100683,2025-08-12,C1260,Male,25-34,Organic Search,Fashion,Desktop,3.2,2,0.085,1,1,44.39
T100684,2025-09-29,C1163,Female,25-34,Paid Search,Electronics,Mobile,6.9,4,0.095,1,1,183.48
T100685,2025-12-24,C1300,Male,25-34,Paid Search,Fashion,Mobile,2.4,1,0.055,1,1,60.16
T100686,2025-06-05,C1302,Male,45-54,Referral,Electronics,Mobile,8.2,7,0.084,1,1,208.66
T100687,2025-01-08,C1286,Female,55+,Social,Home,Mobile,5.5,1,0.108,0,1,68.37
T100688,2025-05-02,C1009,Female,25-34,Organic Search,Electronics,Mobile,5.0,4,0.061,0,1,171.61
T100689,2025-12-14,C1194,Female,55+,Referral,Fitness,Desktop,9.1,2,0.07,0,1,93.85
T100690,2025-06-13,C1117,Male,35-44,Organic Search,Fashion,Mobile,4.0,2,0.053,1,1,88.35
T100691,2025-03-31,C1269,Male,35-44,Organic Search,Home,Desktop,2.6,7,0.041,0,1,73.27
T100692,2025-05-16,C1079,Female,25-34,Social,Electronics,Tablet,,4,0.056,1,1,217.43
T100693,2025-07-05,C1092,Male,18-24,Social,Home,Desktop,11.6,4,0.099,1,1,173.33
T100694,2025-11-12,C1265,Male,35-44,Email,Fitness,Mobile,4.0,4,0.075,0,1,70.87
T100695,2025-06-27,C1256,Female,35-44,Organic Search,electronics,Mobile,7.4,3,0.056,1,1,119.19
T100696,2025-01-28,C1132,Non-binary,25-34,Organic Search,Electronics,Desktop,8.6,6,0.147,1,1,92.81
T100697,2025-08-08,C1275,Non-binary,35-44,Paid Search,Electronics,Mobile,4.2,1,0.061,0,1,184.44
T100698,2025-12-23,C1263,Male,45-54,Organic Search,Beauty,Desktop,4.2,3,0.101,0,1,42.01
T100699,2025-02-10,C1170,Female,45-54,Paid Search,Electronics,Desktop,7.0,5,0.092,1,3,545.69
T100700,2025-08-16,C1000,Male,55+,Email,Fitness,Tablet,7.1,5,0.089,0,2,136.04
T100701,2025-07-11,C1312,Male,25-34,Paid Search,Electronics,Tablet,9.9,4,0.027,0,2,356.99
T100702,2025-05-25,C1063,Female,25-34,Email,Fitness,Mobile,4.6,2,0.12,1,2,362.6
T100703,2025-07-20,C1283,Male,45-54,Organic Search,Electronics,Mobile,5.6,3,0.092,1,1,230.22
T100704,2025-07-31,C1120,Male,25-34,Referral,Beauty,Tablet,13.6,2,0.11,0,1,44.92
T100705,2025-08-08,C1106,Male,18-24,Social,Home,Mobile,2.0,1,0.116,1,1,128.31
T100706,2025-08-28,C1174,Female,25-34,Paid Search,Fitness,Mobile,1.5,0,0.133,1,1,164.25
T100707,2025-02-15,C1203,Male,25-34,Email,Fashion,Desktop,3.0,2,0.052,0,1,63.48
T100708,2025-02-04,C1164,Non-binary,25-34,Email,Fashion,Desktop,9.3,2,0.06,1,2,124.06
T100709,2025-09-10,C1304,Female,25-34,Organic Search,Beauty,Desktop,5.4,3,0.065,0,2,80.85
T100710,2025-03-23,C1119,Male,25-34,Email,Beauty,Desktop,5.4,1,0.056,0,1,53.59
T100711,2025-09-13,C1043,Male,18-24,Organic Search,Fashion,Mobile,4.1,3,0.122,1,1,45.28
T100712,2025-07-16,C1311,Female,35-44,Paid Search,Fitness,Tablet,8.8,5,0.052,1,1,131.44
T100713,2025-10-30,C1155,Female,35-44,Social,Electronics,Desktop,3.1,7,0.071,0,2,
T100714,2025-01-10,C1206,Male,35-44,Paid Search,Fashion,Desktop,5.0,4,0.033,1,2,138.38
T100715,2025-11-08,C1107,Male,25-34,Paid Search,Home,Mobile,4.2,6,0.104,1,4,530.72
T100716,2025-10-13,C1250,Male,25-34,Social,Electronics,Mobile,0.3,1,0.078,1,1,260.34
T100717,2025-08-30,C1129,Male,35-44,Paid Search,Home,Desktop,5.3,7,0.108,0,1,132.82
T100718,2025-09-08,C1292,,35-44,Email,Electronics,Mobile,6.4,2,0.103,1,1,202.25
T100719,2025-12-31,C1019,Female,35-44,Organic Search,Beauty,Mobile,4.6,3,0.033,0,1,42.87
T100720,2025-01-05,C1281,Female,25-34,Organic Search,Electronics,Desktop,5.8,2,0.088,0,3,677.62
T100721,2025-04-29,C1284,Male,55+,Social,Electronics,Mobile,5.9,5,0.049,1,4,1106.81
T100722,2025-10-16,C1000,Female,25-34,Paid Search,Electronics,Mobile,6.2,3,0.086,1,1,218.51
T100723,2025-03-06,C1118,Female,25-34,Paid Search,Beauty,Mobile,3.9,3,0.064,1,1,55.25
T100724,2025-05-26,C1034,Female,35-44,Paid Search,Fitness,Mobile,3.7,4,0.137,0,1,113.66
T100725,2025-08-12,C1197,Female,35-44,Email,Home,Desktop,6.6,2,0.162,0,2,262.71
T100726,2025-08-27,C1244,Female,25-34,Referral,Electronics,Mobile,2.8,4,0.075,1,1,175.62
T100727,2025-06-26,C1058,,25-34,Social,Electronics,Mobile,6.0,5,0.085,0,1,244.38
T100728,2025-09-24,,Female,45-54,Paid Search,Fashion,Desktop,10.6,3,0.013,1,1,121.02
T100729,2025-12-07,C1160,Male,25-34,Organic Search,Beauty,Tablet,6.4,5,0.033,0,1,41.78
T100730,2025-10-09,C1178,Male,18-24,Email,Home,Desktop,1.9,3,0.094,1,3,271.98
T100731,2025-03-04,C1205,Non-binary,25-34,Referral,Electronics,Mobile,6.9,1,0.081,1,1,182.6
T100732,2025-08-05,C1011,Female,45-54,Email,Fitness,Mobile,8.5,8,0.095,1,1,121.78
T100733,2025-12-08,C1275,Male,18-24,Email,Beauty,Desktop,4.5,2,0.058,1,1,26.45
T100734,2025-11-11,C1180,Male,55+,Organic Search,Electronics,Mobile,5.8,3,0.091,1,1,179.45
T100735,2025-10-10,C1241,Male,35-44,Organic Search,Electronics,Desktop,4.3,4,0.006,0,2,338.33
T100736,2025-06-26,C1215,Male,55+,Organic Search,Home,Mobile,5.3,7,0.064,0,1,78.25
T100737,2025-04-08,C1250,Male,55+,Email,Fashion,Mobile,4.8,3,0.096,1,1,72.0
T100738,2025-04-15,C1298,Female,25-34,Paid Search,Fashion,Desktop,7.6,2,0.133,0,2,134.93
T100739,2025-04-09,C1125,Male,25-34,Organic Search,Fitness,Desktop,10.6,3,0.078,1,1,124.6
T100740,2025-11-07,C1216,Male,25-34,Email,Fitness,Desktop,6.6,3,0.1,0,1,106.25
T100741,2025-01-06,C1305,Male,25-34,Referral,Electronics,Mobile,2.6,3,0.062,0,1,247.45
T100742,2025-07-16,C1284,,35-44,Email,Beauty,Mobile,12.8,6,0.095,0,1,46.86
T100743,2025-12-17,C1184,Female,25-34,Organic Search,Fitness,Mobile,8.0,1,0.067,1,1,87.16
T100744,2025-05-13,C1038,,25-34,Social,Electronics,Mobile,8.5,4,0.141,1,2,388.12
T100745,2025-12-24,C1222,Female,25-34,Paid Search,Fashion,Mobile,6.3,4,0.072,1,1,73.64
T100746,2025-09-16,C1183,Female,55+,Organic Search,Electronics,Mobile,7.1,5,0.077,1,1,212.92
T100747,2025-01-23,C1177,Female,25-34,Social,Home,Mobile,5.6,0,0.105,0,1,105.44
T100748,2025-02-22,C1293,Female,18-24,Email,Fitness,Tablet,8.8,4,0.097,0,1,116.68
T100749,2025-06-14,C1150,Male,18-24,Referral,Fitness,Desktop,5.3,3,0.071,1,1,130.76
T100750,2025-07-21,C1125,Female,55+,Organic Search,Fitness,Tablet,7.7,2,0.094,1,2,213.27
T100751,2025-03-24,C1300,Female,35-44,Paid Search,Electronics,Mobile,8.9,1,0.05,0,1,212.1
T100752,2025-05-25,C1307,Non-binary,25-34,Paid Search,Fashion,Tablet,9.6,4,0.089,1,1,87.41
T100753,2025-03-26,C1233,Male,25-34,Paid Search,Beauty,Mobile,9.1,4,0.098,0,1,27.18
T100754,2025-03-19,C1007,Male,25-34,Social,Beauty,Mobile,3.9,3,0.069,0,1,49.33
T100755,2025-01-01,C1128,Male,18-24,Social,Fashion,Desktop,10.4,6,0.071,1,2,169.74
T100756,2025-02-20,C1263,Male,55+,Social,Fitness,Mobile,8.2,4,0.063,0,1,122.66
T100757,2025-06-22,C1156,Female,45-54,Referral,Electronics,Mobile,7.3,0,0.039,0,1,98.95
T100758,2025-07-24,C1004,Female,25-34,,Fitness,Mobile,7.6,1,0.094,0,3,278.71
T100759,2025-09-17,C1085,Male,45-54,Organic Search,Electronics,Mobile,6.1,1,0.068,0,1,184.23
T100760,2025-10-15,C1174,Female,25-34,Paid Search,Electronics,Desktop,5.3,5,0.099,1,1,134.59
T100761,2025-02-03,C1289,Male,35-44,Organic Search,Home,Desktop,5.6,3,0.077,1,1,93.39
T100762,2025-12-14,C1192,Female,45-54,Email,Fashion,Desktop,9.7,1,0.1,1,4,504.01
T100763,2025-04-05,C1310,Female,25-34,Social,Electronics,Mobile,6.7,6,0.031,1,4,1388.26
T100764,2025-03-13,C1118,Male,45-54,Paid Search,Fitness,Desktop,7.2,6,0.048,0,1,115.53
T100765,2025-02-08,C1217,Male,25-34,Email,Electronics,Mobile,6.7,4,0.057,0,1,213.02
T100766,2025-06-03,C1113,Male,25-34,Email,Fitness,Mobile,4.8,2,0.118,0,3,364.1
T100767,2025-09-07,C1144,Male,18-24,Paid Search,Beauty,Tablet,1.1,1,0.094,0,1,56.66
T100768,2025-06-11,C1025,Female,25-34,Organic Search,Fitness,Mobile,8.4,4,0.074,0,1,84.88
T100769,2025-04-28,C1135,Female,35-44,Organic Search,Electronics,Desktop,8.2,1,0.068,1,2,379.72
T100770,2025-09-16,C1302,Male,55+,Organic Search,Fitness,Mobile,6.5,4,0.1,1,1,102.46
T100771,2025-11-02,C1231,Male,35-44,Organic Search,Fashion,Desktop,3.8,1,0.064,0,1,63.5
