transaction_id,purchase_date,customer_id,gender,age_group,marketing_channel,product_category,device_type,session_duration_min,email_opens_last_30d,click_through_rate,repeat_customer,quantity,purchase_amount_usd,month,day_name,is_weekend
T100423,2025-11-07,C1232,Male,25-34,Email,Fitness,Mobile,10.1,2,0.072,1,2,203.18,2025-11,Friday,False
T100424,2025-11-04,C1016,Male,25-34,Social,Fashion,Mobile,7.6,2,0.153,0,1,62.6,2025-11,Tuesday,False
T100425,2025-05-24,C1222,Male,55+,Referral,Electronics,Mobile,6.9,6,0.104,0,1,203.19,2025-05,Saturday,True
T100426,2025-09-26,C1187,,45-54,Paid Search,Electronics,Desktop,3.1,4,0.074,0,1,183.62,2025-09,Friday,False
T100427,2025-05-04,C1162,Male,45-54,Social,Electronics,Desktop,10.0,4,0.065,0,1,193.41,2025-05,Sunday,True
T100428,2025-04-16,C1073,Male,25-34,Email,Electronics,Mobile,9.3,3,0.026,1,1,226.93,2025-04,Wednesday,False
T100429,2025-06-07,C1232,Male,18-24,Organic Search,Fitness,Mobile,6.1,4,0.035,0,1,168.83,2025-06,Saturday,True
T100430,2025-05-27,C1223,Male,18-24,Organic Search,Fitness,Desktop,5.5,1,0.06,1,1,87.08,2025-05,Tuesday,False
T100431,2025-05-25,C1318,Male,25-34,Organic Search,Fashion,Mobile,4.5,3,0.11,1,1,129.725,2025-05,Sunday,True
T100432,2025-04-30,C1059,Female,18-24,Referral,Electronics,Desktop,11.0,1,0.092,0,4,782.65,2025-04,Wednesday,False
T100433,2025-11-15,C1221,Female,18-24,Referral,Home,Mobile,8.5,3,0.044,0,2,266.55,2025-11,Saturday,True
T100434,2025-10-02,C1036,Female,55+,Social,Beauty,Desktop,4.6,0,0.054,1,1,46.8,2025-10,Thursday,False
T100435,2025-04-02,C1277,Female,35-44,Paid Search,Electronics,Mobile,9.2,4,0.09,0,1,151.23,2025-04,Wednesday,False
T100436,2025-02-27,C1195,Female,25-34,Referral,Fitness,Desktop,9.8,5,0.132,0,1,70.65,2025-02,Thursday,False
T100437,2025-12-12,C1241,Female,18-24,Email,Fashion,Desktop,6.4,2,0.049,0,1,79.4,2025-12,Friday,False
T100439,2025-04-27,C1218,Female,18-24,Paid Search,Fitness,Mobile,4.0,1,0.069,1,2,316.5,2025-04,Sunday,True
T100440,2025-11-14,C1191,Male,55+,Email,Beauty,Desktop,8.3,2,0.07,0,1,44.87,2025-11,Friday,False
T100441,2025-10-06,C1016,Female,25-34,Social,Electronics,Desktop,5.4,8,0.047,0,1,198.11,2025-10,Monday,False
T100442,2025-05-07,C1011,Female,25-34,Paid Search,Beauty,Mobile,5.3,5,0.101,0,1,28.45,2025-05,Wednesday,False
T100443,2025-05-09,C1192,Male,25-34,Paid Search,Home,Mobile,6.5,1,0.067,1,1,118.09,2025-05,Friday,False
T100444,2025-02-27,C1021,Male,18-24,Paid Search,Electronics,Desktop,4.5,2,0.071,0,1,244.02,2025-02,Thursday,False
T100445,2025-05-02,C1119,Female,35-44,Email,Fitness,Mobile,10.3,2,0.112,1,1,104.17,2025-05,Friday,False
T100446,2025-01-01,C1209,Male,35-44,Email,Fashion,Desktop,8.9,5,0.113,0,3,189.78,2025-01,Wednesday,False
T100447,2025-08-27,C1305,Male,35-44,Email,Home,Mobile,6.7,3,0.06,1,1,100.73,2025-08,Wednesday,False
T100448,2025-10-17,C1269,Female,18-24,Paid Search,Home,Desktop,4.4,3,0.091,0,1,93.73,2025-10,Friday,False
T100449,2025-04-06,C1191,Female,35-44,Email,Fashion,Desktop,4.5,2,0.109,1,2,163.4,2025-04,Sunday,True
T100450,2025-05-06,C1174,,35-44,Social,Fashion,Tablet,4.4,3,0.076,0,1,90.56,2025-05,Tuesday,False
T100451,2025-04-28,C1284,Male,45-54,Paid Search,Fitness,Mobile,3.4,2,0.102,1,1,151.13,2025-04,Monday,False
T100452,2025-02-17,C1203,Male,25-34,Referral,Electronics,Desktop,7.3,0,0.072,0,1,208.52,2025-02,Monday,False
T100453,2025-03-30,C1163,Male,25-34,Referral,Fashion,Mobile,4.9,4,0.072,0,1,82.83,2025-03,Sunday,True
T100454,2025-08-25,C1250,Female,35-44,Paid Search,Electronics,Desktop,4.8,5,0.054,0,3,592.27,2025-08,Monday,False
T100455,2025-09-29,C1226,Female,35-44,Social,Fitness,Mobile,4.5,3,0.133,1,3,401.87,2025-09,Monday,False
T100456,2025-07-08,C1006,Female,25-34,Social,Electronics,Mobile,9.0,5,0.067,1,3,626.04,2025-07,Tuesday,False
T100457,2025-07-11,C1028,Male,25-34,Referral,Fitness,Tablet,6.5,3,0.058,0,2,210.28,2025-07,Friday,False
T100458,2025-03-10,C1032,Male,25-34,Organic Search,Electronics,Mobile,9.7,1,0.051,1,1,232.86,2025-03,Monday,False
T100459,2025-10-05,C1133,Male,45-54,Email,Home,Desktop,5.8,6,0.085,1,3,272.1,2025-10,Sunday,True
T100460,2025-12-15,C1078,Female,25-34,Social,Home,Desktop,3.4,7,0.051,1,4,452.8,2025-12,Monday,False
T100461,2025-09-04,C1057,Female,55+,Organic Search,Electronics,Desktop,7.7,5,0.061,1,1,142.08,2025-09,Thursday,False
T100462,2025-03-17,C1025,Male,35-44,Organic Search,Fitness,Mobile,8.7,3,0.106,1,1,98.27,2025-03,Monday,False
T100463,2025-06-03,C1225,Male,55+,Paid Search,Fashion,Mobile,4.4,6,0.095,0,1,94.65,2025-06,Tuesday,False
T100464,2025-05-24,C1284,Male,45-54,Referral,Fashion,Desktop,6.7,2,0.042,1,1,110.24,2025-05,Saturday,True
T100465,2025-03-27,C1003,Female,25-34,Referral,Electronics,Mobile,7.3,1,0.104,1,1,204.79,2025-03,Thursday,False
T100466,2025-07-04,C1098,Male,45-54,Email,Fitness,Mobile,6.7,3,0.083,1,3,438.99,2025-07,Friday,False
T100467,2025-10-12,C1038,Female,18-24,Email,Fitness,Mobile,5.4,3,0.116,0,3,239.36,2025-10,Sunday,True
T100468,2025-08-08,C1270,Non-binary,55+,Email,Home,Mobile,8.7,4,0.125,0,1,81.16,2025-08,Friday,False
T100469,2025-03-10,C1284,Female,35-44,Social,Electronics,Desktop,5.9,6,0.034,0,1,190.89,2025-03,Monday,False
T100470,2025-02-16,C1156,Male,18-24,Social,Fitness,Mobile,5.0,4,0.105,1,2,95.97,2025-02,Sunday,True
T100471,2025-04-04,C1074,Female,35-44,Organic Search,Fashion,Mobile,2.1,4,0.131,1,2,151.36,2025-04,Friday,False
T100472,2025-08-26,C1287,Non-binary,55+,Paid Search,Fitness,Mobile,2.1,5,0.088,0,1,71.5,2025-08,Tuesday,False
T100473,2025-07-23,C1129,Male,18-24,Organic Search,Home,Mobile,7.0,2,0.103,1,2,144.25,2025-07,Wednesday,False
T100474,2025-08-06,C1174,Female,35-44,Paid Search,Beauty,Mobile,6.5,5,0.089,1,3,126.35,2025-08,Wednesday,False
T100475,2025-12-07,C1083,Female,45-54,Organic Search,Electronics,Mobile,8.7,1,0.111,1,3,461.19,2025-12,Sunday,True
T100476,2025-02-08,C1021,Female,45-54,Social,Fitness,Mobile,9.3,2,0.094,0,1,99.55,2025-02,Saturday,True
T100477,2025-04-10,C1026,Female,25-34,Referral,Fitness,Desktop,5.9,6,0.021,1,1,64.21,2025-04,Thursday,False
T100478,2025-10-16,C1194,Non-binary,25-34,Referral,Electronics,Mobile,8.9,1,0.078,0,3,554.71,2025-10,Thursday,False
T100479,2025-09-11,C1235,Female,18-24,Referral,Fashion,Mobile,5.1,4,0.076,1,1,86.62,2025-09,Thursday,False
T100480,2025-08-10,C1091,Male,35-44,Paid Search,Electronics,Mobile,6.1,4,0.103,0,2,392.23,2025-08,Sunday,True
T100481,2025-12-23,C1020,Male,25-34,Organic Search,Fashion,Mobile,6.1,4,0.117,0,1,85.35,2025-12,Tuesday,False
T100482,2025-01-23,C1302,Male,55+,Social,Home,Tablet,10.4,4,0.075,1,1,89.0,2025-01,Thursday,False
T100483,2025-09-07,C1083,Female,18-24,Referral,Electronics,Mobile,3.3,3,0.045,0,1,211.32,2025-09,Sunday,True
T100484,2025-01-10,C1261,Female,35-44,Email,Home,Mobile,6.6,3,0.091,0,1,68.06,2025-01,Friday,False
T100485,2025-09-03,C1146,Male,18-24,Paid Search,Home,Mobile,4.8,2,0.059,1,3,140.88,2025-09,Wednesday,False
T100486,2025-11-21,C1256,,25-34,Email,Electronics,Tablet,5.8,4,0.064,0,1,188.18,2025-11,Friday,False
T100487,2025-04-10,C1057,Female,25-34,Organic Search,Beauty,Mobile,5.6,2,0.153,0,3,121.73,2025-04,Thursday,False
T100488,2025-10-17,C1014,Female,25-34,Paid Search,Beauty,Desktop,6.7,2,0.062,0,3,165.14,2025-10,Friday,False
T100489,2025-06-29,C1161,Male,35-44,Paid Search,Fitness,Mobile,9.9,3,0.035,0,1,128.56,2025-06,Sunday,True
T100490,2025-08-11,C1162,,55+,Email,Electronics,Tablet,11.3,5,0.1,0,2,327.28,2025-08,Monday,False
T100491,2025-09-07,C1319,Female,35-44,Paid Search,Beauty,Desktop,8.1,7,0.103,0,1,52.56,2025-09,Sunday,True
T100492,2025-05-27,C1280,Female,55+,Referral,Electronics,Mobile,4.1,4,0.108,1,2,522.35,2025-05,Tuesday,False
T100493,2025-04-06,C1279,Male,45-54,Paid Search,Fitness,Mobile,6.1,4,0.107,0,1,124.84,2025-04,Sunday,True
T100494,2025-09-14,C1011,Female,35-44,Social,Electronics,Mobile,7.2,2,0.086,0,1,290.38,2025-09,Sunday,True
T100495,2025-11-21,C1273,Female,45-54,Organic Search,Fashion,Mobile,5.5,5,0.087,0,1,62.47,2025-11,Friday,False
T100496,2025-01-04,C1270,Male,35-44,Referral,Fitness,Mobile,5.8,2,0.11,0,2,272.29,2025-01,Saturday,True
T100497,2025-01-16,C1207,Male,18-24,Email,Beauty,Mobile,6.3,2,0.13,1,3,131.65,2025-01,Thursday,False
T100498,2025-10-07,C1026,Female,45-54,Referral,Home,Mobile,8.4,2,0.044,1,1,99.26,2025-10,Tuesday,False
T100499,2025-12-02,C1071,Male,18-24,Organic Search,Electronics,Desktop,7.8,2,0.064,0,1,157.92,2025-12,Tuesday,False
T100500,2025-09-04,C1059,Female,35-44,Referral,Home,Mobile,5.0,5,0.101,0,1,82.34,2025-09,Thursday,False
T100501,2025-09-15,C1144,Male,35-44,Referral,Fashion,Mobile,8.0,3,0.09,0,2,146.52,2025-09,Monday,False
T100502,2025-06-09,C1092,Male,18-24,Paid Search,Fashion,Mobile,10.8,2,0.028,1,1,95.72,2025-06,Monday,False
T100503,2025-12-06,C1308,Male,25-34,Email,Electronics,Tablet,2.7,7,0.065,1,2,482.2,2025-12,Saturday,True
T100504,2025-06-01,C1007,Female,55+,Paid Search,Beauty,Mobile,5.4,1,0.091,0,1,21.38,2025-06,Sunday,True
T100505,2025-06-27,C1078,Male,35-44,Organic Search,Fitness,Desktop,5.2,6,0.082,0,1,93.39,2025-06,Friday,False
T100506,2025-06-12,C1026,Male,25-34,Email,Fitness,Mobile,6.7,7,0.071,1,2,281.64,2025-06,Thursday,False
T100507,2025-02-02,C1173,Male,35-44,Email,Electronics,Mobile,1.9,6,0.152,1,2,466.89,2025-02,Sunday,True
T100508,2025-06-28,C1049,Male,35-44,Organic Search,Electronics,Mobile,9.9,5,0.081,1,2,632.62,2025-06,Saturday,True
T100509,2025-04-11,C1198,Female,35-44,Email,Electronics,Mobile,6.6,3,0.089,0,1,175.24,2025-04,Friday,False
T100510,2025-09-25,C1180,Male,55+,Email,Fashion,Desktop,7.2,3,0.086,0,3,137.37,2025-09,Thursday,False
T100511,2025-11-19,C1023,Male,35-44,Paid Search,Beauty,Desktop,7.0,3,0.088,0,1,36.19,2025-11,Wednesday,False
T100512,2025-03-06,C1315,Female,25-34,Email,Beauty,Mobile,5.2,0,0.083,1,3,117.89,2025-03,Thursday,False
T100513,2025-06-17,C1045,Male,45-54,Paid Search,Fashion,Tablet,8.2,1,0.02,1,1,80.4,2025-06,Tuesday,False
T100514,2025-11-26,C1014,Female,45-54,Organic Search,Fitness,Mobile,6.5,1,0.052,0,1,70.23,2025-11,Wednesday,False
T100515,2025-02-12,C1152,Female,18-24,Paid Search,Fashion,Tablet,1.3,3,0.073,0,1,69.86,2025-02,Wednesday,False
T100516,2025-02-13,C1221,Female,25-34,Referral,Home,Tablet,6.2,8,0.106,0,1,78.86,2025-02,Thursday,False
T100517,2025-10-12,C1205,Female,25-34,Organic Search,Electronics,Mobile,5.8,2,0.073,0,1,272.58,2025-10,Sunday,True
T100518,2025-01-12,C1272,Female,35-44,Organic Search,Fashion,Mobile,8.2,3,0.057,0,2,121.22,2025-01,Sunday,True
T100519,2025-04-05,C1235,Male,35-44,Paid Search,Home,Mobile,13.3,2,0.11,1,2,236.81,2025-04,Saturday,True
T100520,2025-10-29,C1227,Female,35-44,Social,Electronics,Desktop,7.4,3,0.123,0,4,847.92,2025-10,Wednesday,False
T100521,2025-09-10,C1008,Male,55+,Referral,Home,Mobile,11.8,5,0.036,0,1,99.49,2025-09,Wednesday,False
T100522,2025-08-30,C1165,Male,45-54,Referral,Electronics,Tablet,4.8,7,0.085,1,1,236.37,2025-08,Saturday,True
T100523,2025-02-04,C1318,Male,18-24,Social,Beauty,Desktop,4.9,2,0.005,0,2,90.6,2025-02,Tuesday,False
T100524,2025-08-03,C1213,Male,25-34,Email,Fashion,Mobile,6.5,4,0.073,0,1,96.14,2025-08,Sunday,True
T100525,2025-12-03,C1116,Female,25-34,Paid Search,Fashion,Mobile,7.6,3,0.139,0,1,44.62,2025-12,Wednesday,False
T100526,2025-03-31,C1071,Male,25-34,Email,Fashion,Desktop,4.9,2,0.085,1,2,157.14,2025-03,Monday,False
T100527,2025-09-21,C1063,Female,35-44,Referral,Electronics,Mobile,2.5,2,0.041,1,1,236.18,2025-09,Sunday,True
T100528,2025-04-03,C1204,Female,45-54,Social,Home,Desktop,6.6,0,0.041,0,1,93.51,2025-04,Thursday,False
T100529,2025-03-31,C1208,Non-binary,25-34,Social,Electronics,Mobile,3.6,4,0.054,0,3,592.48,2025-03,Monday,False
T100530,2025-04-25,C1071,Female,35-44,Paid Search,Fashion,Mobile,9.3,1,0.062,0,1,82.88,2025-04,Friday,False
T100531,2025-04-15,C1276,Female,45-54,Social,Home,Mobile,8.1,3,0.025,1,3,407.34,2025-04,Tuesday,False
T100532,2025-07-15,C1273,Male,25-34,Paid Search,Fitness,Desktop,4.6,1,0.092,1,1,92.46,2025-07,Tuesday,False
T100533,2025-11-10,C1319,Male,25-34,Email,Electronics,Mobile,7.6,3,0.098,1,2,230.64,2025-11,Monday,False
T100534,2025-04-24,C1094,Male,25-34,Paid Search,Home,Desktop,5.1,0,0.071,0,1,109.33,2025-04,Thursday,False
T100535,2025-03-16,C1165,Female,18-24,Organic Search,Home,Mobile,6.4,4,0.143,1,2,135.77,2025-03,Sunday,True
T100536,2025-08-05,C1031,Male,55+,Organic Search,Fashion,Desktop,6.4,3,0.069,1,1,83.02,2025-08,Tuesday,False
T100537,2025-10-04,C1010,Female,18-24,Referral,Fashion,Desktop,5.7,1,0.118,1,2,116.62,2025-10,Saturday,True
T100538,2025-09-06,C1300,Male,25-34,Email,Home,Mobile,8.6,0,0.04,1,1,166.35,2025-09,Saturday,True
T100539,2025-06-13,C1216,Non-binary,35-44,Organic Search,Beauty,Desktop,3.7,5,0.091,0,1,44.59,2025-06,Friday,False
T100540,2025-12-23,C1288,Male,55+,Organic Search,Fashion,Mobile,7.8,3,0.096,0,2,151.92,2025-12,Tuesday,False
T100541,2025-07-11,C1101,Male,25-34,Paid Search,Electronics,Mobile,7.3,5,0.061,0,1,105.81,2025-07,Friday,False
T100542,2025-08-15,C1266,Female,18-24,Social,Home,Mobile,3.0,3,0.087,0,1,75.57,2025-08,Friday,False
T100543,2025-06-26,C1213,Male,18-24,Social,Electronics,Desktop,4.5,4,0.06,1,1,179.43,2025-06,Thursday,False
T100544,2025-04-09,C1178,Male,18-24,Social,Beauty,Desktop,3.8,4,0.073,1,1,67.19,2025-04,Wednesday,False
T100545,2025-02-05,C1087,Female,25-34,Referral,Electronics,Mobile,5.6,5,0.074,1,1,252.66,2025-02,Wednesday,False
T100546,2025-04-06,C1040,Male,35-44,Social,Home,Mobile,6.6,2,0.04,0,1,63.83,2025-04,Sunday,True
T100547,2025-06-01,C1075,Female,25-34,Paid Search,Electronics,Desktop,4.2,2,0.098,0,1,234.34,2025-06,Sunday,True
T100548,2025-05-31,C1045,Male,18-24,Unknown,Beauty,Mobile,8.9,3,0.1,1,1,38.22,2025-05,Saturday,True
T100549,2025-07-09,C1159,Male,45-54,Paid Search,Fashion,Desktop,9.1,5,0.071,0,1,48.5,2025-07,Wednesday,False
T100550,2025-08-12,C1079,Male,25-34,Paid Search,Fashion,Mobile,9.6,2,0.089,0,1,76.98,2025-08,Tuesday,False
T100551,2025-02-06,C1309,Female,25-34,Email,Fashion,Tablet,0.3,2,0.054,1,3,273.74,2025-02,Thursday,False
T100552,2025-09-25,C1085,Male,25-34,Social,Fitness,Desktop,11.4,1,0.044,1,3,351.42,2025-09,Thursday,False
T100553,2025-07-02,C1091,Male,55+,Social,Electronics,Desktop,6.9,3,0.07,0,1,274.79,2025-07,Wednesday,False
T100554,2025-01-13,C1147,Male,25-34,Paid Search,Electronics,Desktop,6.6,0,0.103,1,1,217.95,2025-01,Monday,False
T100555,2025-10-06,C1160,Female,45-54,Social,Fashion,Mobile,6.2,1,0.08,1,3,244.0,2025-10,Monday,False
T100556,2025-08-05,C1201,Female,45-54,Referral,Home,Mobile,3.2,6,0.069,1,1,129.725,2025-08,Tuesday,False
T100557,2025-12-21,C1241,Male,18-24,Email,Electronics,Mobile,7.4,1,0.092,1,1,282.77,2025-12,Sunday,True
T100558,2025-12-27,C1001,Female,55+,Paid Search,Fitness,Desktop,10.5,5,0.055,0,1,71.37,2025-12,Saturday,True
T100559,2025-10-13,C1224,Male,25-34,Social,Home,Desktop,6.9,2,0.045,1,2,275.03,2025-10,Monday,False
T100560,2025-09-30,C1288,Male,18-24,Paid Search,Electronics,Desktop,3.7,5,0.071,0,1,231.64,2025-09,Tuesday,False
T100561,2025-03-03,C1232,Male,45-54,Organic Search,Fashion,Mobile,2.7,3,0.056,0,2,225.93,2025-03,Monday,False
T100562,2025-03-25,C1076,Male,35-44,Email,Fashion,Mobile,5.8,0,0.046,1,2,170.23,2025-03,Tuesday,False
T100563,2025-08-05,C1115,Male,35-44,Paid Search,Home,Mobile,4.6,1,0.109,0,1,102.21,2025-08,Tuesday,False
T100564,2025-12-08,C1153,Female,18-24,Social,Fashion,Desktop,8.3,3,0.148,1,2,159.02,2025-12,Monday,False
T100565,2025-07-06,C1102,Female,25-34,Social,Fitness,Mobile,9.9,0,0.035,1,1,124.36,2025-07,Sunday,True
T100566,2025-01-19,C1193,Female,45-54,Social,Fitness,Mobile,7.7,1,0.07,1,1,96.51,2025-01,Sunday,True
T100567,2025-06-26,C1165,Female,25-34,Referral,Electronics,Desktop,6.3,0,0.087,1,1,148.38,2025-06,Thursday,False
T100568,2025-04-10,C1089,Male,25-34,Social,Electronics,Desktop,6.2,4,0.03,0,1,187.5,2025-04,Thursday,False
T100569,2025-08-21,C1173,Male,18-24,Social,Fitness,Mobile,6.7,2,0.075,0,1,93.97,2025-08,Thursday,False
T100570,2025-03-17,C1121,Male,25-34,Email,Electronics,Mobile,3.6,2,0.077,0,1,53.43,2025-03,Monday,False
T100571,2025-09-22,C1142,Male,45-54,Organic Search,Fitness,Desktop,8.0,4,0.096,0,1,76.22,2025-09,Monday,False
T100572,2025-10-11,C1105,,25-34,Email,Electronics,Mobile,3.8,4,0.059,0,1,231.03,2025-10,Saturday,True
T100573,2025-07-25,C1304,Male,55+,Social,Electronics,Desktop,9.3,4,0.065,1,1,153.12,2025-07,Friday,False
T100574,2025-08-11,C1316,Male,25-34,Paid Search,Fashion,Mobile,5.6,1,0.111,1,2,169.1,2025-08,Monday,False
T100575,2025-02-21,C1122,Male,35-44,Organic Search,Electronics,Desktop,8.6,3,0.095,1,1,154.49,2025-02,Friday,False
T100576,2025-12-05,C1008,Female,25-34,Paid Search,Beauty,Mobile,2.8,2,0.104,1,1,51.11,2025-12,Friday,False
T100577,2025-05-24,C1261,Female,25-34,Social,Electronics,Mobile,8.6,1,0.029,1,1,191.88,2025-05,Saturday,True
T100578,2025-03-10,C1072,Female,25-34,Referral,Electronics,Desktop,9.9,0,0.062,0,1,134.6,2025-03,Monday,False
T100579,2025-04-09,C1222,Non-binary,25-34,Paid Search,Fitness,Desktop,3.3,5,0.127,0,1,45.63,2025-04,Wednesday,False
T100580,2025-01-25,C1040,Male,35-44,Referral,Fitness,Mobile,6.2,1,0.079,0,1,108.15,2025-01,Saturday,True
T100581,2025-02-22,C1203,Female,55+,Paid Search,Home,Desktop,7.3,2,0.078,1,1,160.13,2025-02,Saturday,True
T100582,2025-05-31,C1263,Male,35-44,Organic Search,Electronics,Mobile,7.5,1,0.08,0,1,299.91,2025-05,Saturday,True
T100583,2025-05-24,C1177,Male,25-34,Referral,Fashion,Desktop,5.7,3,0.129,1,3,297.32,2025-05,Saturday,True
T100584,2025-02-26,C1317,Female,18-24,Paid Search,Electronics,Desktop,5.2,4,0.06,1,3,338.55,2025-02,Wednesday,False
T100585,2025-02-08,C1083,Female,18-24,Referral,Beauty,Mobile,7.1,6,0.102,0,1,55.96,2025-02,Saturday,True
T100586,2025-04-19,C1317,Male,35-44,Email,Fashion,Desktop,7.4,2,0.09,0,2,173.4,2025-04,Saturday,True
T100587,2025-06-30,C1110,Female,45-54,Email,Electronics,Mobile,4.9,2,0.041,0,1,163.9,2025-06,Monday,False
T100588,2025-02-11,C1250,Female,55+,Referral,Electronics,Mobile,4.4,3,0.073,0,1,88.59,2025-02,Tuesday,False
T100589,2025-07-05,C1006,Male,18-24,Email,Electronics,Tablet,9.5,2,0.057,1,2,540.2,2025-07,Saturday,True
T100590,2025-08-11,C1083,Male,35-44,Referral,Beauty,Desktop,6.8,1,0.044,1,1,64.13,2025-08,Monday,False
T100591,2025-05-02,C1207,Male,25-34,Referral,Home,Mobile,0.8,1,0.118,1,1,65.76,2025-05,Friday,False
T100592,2025-05-13,C1313,Female,35-44,Email,Fashion,Mobile,9.5,2,0.045,1,1,59.94,2025-05,Tuesday,False
T100593,2025-06-12,C1021,Female,35-44,Unknown,Electronics,Mobile,5.0,3,0.104,1,1,150.2,2025-06,Thursday,False
T100594,2025-08-03,C1002,Female,35-44,Email,Home,Tablet,6.7,6,0.056,1,1,105.29,2025-08,Sunday,True
T100595,2025-08-09,C1126,Male,35-44,Paid Search,Fashion,Mobile,7.4,2,0.123,0,1,111.46,2025-08,Saturday,True
T100596,2025-08-23,C1296,Male,18-24,Email,Beauty,Mobile,2.8,0,0.069,1,1,49.26,2025-08,Saturday,True
T100597,2025-11-27,C1187,Female,45-54,Paid Search,Beauty,Mobile,5.8,2,0.092,0,1,37.48,2025-11,Thursday,False
T100598,2025-05-26,C1013,Male,18-24,Paid Search,Electronics,Mobile,9.8,3,0.065,0,2,393.05,2025-05,Monday,False
T100599,2025-08-27,C1011,Female,35-44,Paid Search,Fitness,Mobile,9.2,2,0.017,0,1,112.62,2025-08,Wednesday,False
T100600,2025-03-17,C1086,Female,25-34,Referral,Electronics,Mobile,5.8,2,0.032,1,2,204.79,2025-03,Monday,False
T100601,2025-01-09,C1011,Female,35-44,Social,Electronics,Mobile,8.3,7,0.025,0,2,442.35,2025-01,Thursday,False
T100602,2025-03-15,C1024,Female,55+,Social,Beauty,Mobile,8.6,0,0.09,0,2,80.79,2025-03,Saturday,True
T100603,2025-09-10,C1300,Male,45-54,Organic Search,Home,Desktop,8.5,1,0.081,1,2,186.11,2025-09,Wednesday,False
T100604,2025-08-18,C1242,Male,45-54,Social,Fashion,Mobile,3.6,4,0.1,1,1,102.86,2025-08,Monday,False
T100605,2025-01-07,C1121,Female,35-44,Paid Search,Fashion,Desktop,10.6,3,0.062,1,1,74.67,2025-01,Tuesday,False
T100606,2025-06-23,C1146,Male,35-44,Social,Fitness,Desktop,5.3,4,0.017,1,1,76.19,2025-06,Monday,False
T100607,2025-05-21,C1054,Female,35-44,Referral,Fashion,Desktop,6.8,1,0.121,1,3,158.93,2025-05,Wednesday,False
T100608,2025-06-17,C1237,Male,45-54,Paid Search,Fitness,Desktop,5.6,3,0.112,1,1,105.72,2025-06,Tuesday,False
T100609,2025-06-19,C1172,Non-binary,25-34,Social,Electronics,Mobile,7.1,5,0.093,0,1,166.76,2025-06,Thursday,False
T100610,2025-10-10,C1220,Female,55+,Social,Fashion,Mobile,4.3,3,0.115,1,1,79.43,2025-10,Friday,False
T100611,2025-05-02,C1118,Male,55+,Referral,Electronics,Mobile,5.9,3,0.079,1,4,735.21,2025-05,Friday,False
T100612,2025-07-13,C1308,Female,45-54,Social,Home,Mobile,7.0,3,0.09,0,1,127.69,2025-07,Sunday,True
T100613,2025-01-05,C1182,Female,25-34,Paid Search,Fashion,Desktop,9.6,4,0.061,0,1,83.05,2025-01,Sunday,True
T100614,2025-01-29,C1287,Female,18-24,Paid Search,Beauty,Desktop,9.3,2,0.05,0,1,26.44,2025-01,Wednesday,False
T100615,2025-06-14,C1306,Male,45-54,Email,Fashion,Desktop,9.4,3,0.035,1,3,327.39,2025-06,Saturday,True
T100616,2025-12-05,C1299,Male,25-34,Social,Electronics,Mobile,8.7,4,0.059,0,1,255.49,2025-12,Friday,False
T100617,2025-05-16,C1081,Female,45-54,Email,Fitness,Desktop,11.1,3,0.162,1,1,110.03,2025-05,Friday,False
T100618,2025-12-31,C1210,Male,25-34,Referral,Electronics,Mobile,5.8,0,0.036,1,1,211.91,2025-12,Wednesday,False
T100619,2025-11-17,C1149,Male,25-34,Email,Fitness,Mobile,6.1,2,0.054,1,1,88.14,2025-11,Monday,False
T100620,2025-12-08,C1036,Male,55+,Email,Fashion,Mobile,6.0,4,0.085,1,3,240.47,2025-12,Monday,False
T100621,2025-05-25,C1311,Male,35-44,Organic Search,Beauty,Desktop,6.3,1,0.154,0,1,56.62,2025-05,Sunday,True
T100622,2025-11-23,C1058,Male,35-44,Social,Electronics,Mobile,2.9,6,0.051,0,1,265.29,2025-11,Sunday,True
T100623,2025-08-05,C1130,Female,35-44,Email,Electronics,Tablet,7.2,3,0.063,0,2,395.32,2025-08,Tuesday,False
T100624,2025-10-28,C1201,Female,25-34,Paid Search,Electronics,Desktop,7.7,2,0.102,1,3,914.44,2025-10,Tuesday,False
T100625,2025-05-12,C1242,,45-54,Organic Search,Fitness,Desktop,5.9,5,0.1,0,1,97.06,2025-05,Monday,False
T100626,2025-10-19,C1034,Female,25-34,Email,Fashion,Mobile,6.5,3,0.061,0,1,62.22,2025-10,Sunday,True
T100627,2025-03-11,C1092,,55+,Email,Electronics,Desktop,6.6,3,0.057,0,2,273.43,2025-03,Tuesday,False
T100628,2025-09-09,C1206,Male,45-54,Social,Fitness,Desktop,3.3,2,0.095,1,1,146.12,2025-09,Tuesday,False
T100629,2025-10-02,C1304,Female,25-34,Organic Search,Fashion,Mobile,7.6,0,0.073,0,3,256.53,2025-10,Thursday,False
T100630,2025-12-30,C1212,Female,35-44,Email,Beauty,Mobile,6.8,5,0.091,1,3,85.77,2025-12,Tuesday,False
T100631,2025-07-01,C1158,Female,35-44,Social,Fitness,Mobile,7.0,4,0.077,0,1,90.62,2025-07,Tuesday,False
T100632,2025-06-16,C1023,Non-binary,25-34,Referral,Fashion,Mobile,3.8,3,0.093,0,3,202.0,2025-06,Monday,False
T100633,2025-04-01,C1292,Female,55+,Organic Search,Electronics,Mobile,9.7,5,0.096,0,1,150.24,2025-04,Tuesday,False
